,0,1,2,3
2716,2.35,2.58,0.0,1.58
2717,2.18,3.35,0.0,0.96
2718,0.42,5.0,0.7,4.9
2719,5.0,4.39,0.0,4.4
2720,2.01,3.92,0.43,0.62
2721,1.08,1.48,0.0,1.5
2722,2.14,4.73,0.0,2.35
2723,1.61,5.0,0.0,1.75
2724,1.11,4.99,0.0,1.44
2725,2.17,3.84,0.36,1.37
2726,4.5,3.57,0.27,5.0
2727,1.14,2.81,0.07,3.37
2728,4.1,4.22,0.13,4.09
2729,2.47,3.8,0.03,1.34
2730,1.26,3.22,0.05,4.35
2731,2.38,2.32,0.13,0.92
2732,1.22,2.8,0.06,2.3
2733,4.13,4.9,0.0,0.26
2734,0.5,4.41,0.0,1.77
2735,3.9,3.65,0.68,2.14
2736,1.31,1.25,0.0,1.1
2737,4.57,4.84,0.0,4.95
2738,2.4,1.81,0.0,1.44
2739,5.0,4.51,0.0,1.38
2740,3.98,4.75,0.06,2.83
2741,2.34,4.24,0.04,3.8
2742,3.9,4.44,0.52,2.81
2743,3.59,4.68,0.01,1.76
2744,4.98,5.0,0.0,2.88
2745,4.69,4.96,0.17,5.0
2746,2.37,1.92,0.0,1.68
2747,1.25,4.32,0.0,1.98
2748,4.94,5.0,0.48,5.0
2749,1.34,4.68,0.0,0.66
2750,5.0,2.68,0.0,0.53
2751,3.24,5.0,0.0,3.15
2752,2.98,2.14,0.0,1.22
2753,1.47,2.88,0.16,0.7
2754,5.0,5.0,0.0,5.0
2755,4.09,5.0,0.32,2.75
2756,4.68,4.54,0.14,4.81
2757,1.29,5.0,0.32,1.08
2758,4.96,5.0,0.63,4.24
2759,3.08,2.94,0.05,1.94
2760,1.96,2.93,0.0,3.17
2761,3.56,3.81,0.0,0.77
2762,1.4,1.1,0.25,2.38
2763,3.21,5.0,0.87,4.21
2764,4.99,5.0,0.0,5.0
2765,4.65,4.7,0.0,3.0
2766,1.0,0.69,0.27,1.05
2767,3.76,5.0,0.16,2.69
2768,4.67,4.78,0.14,2.47
2769,0.88,1.91,0.0,0.28
2770,4.78,2.69,0.0,1.35
2771,0.05,1.39,0.17,1.28
2772,1.23,1.77,0.0,3.29
2773,0.38,0.28,0.0,0.0
2774,3.11,2.61,0.75,0.26
2775,2.49,2.24,0.0,0.1
2776,4.07,3.05,0.0,0.0
2777,3.59,1.14,0.02,2.93
2778,4.9,1.63,0.0,4.3
2779,3.31,3.69,0.0,0.0
2780,0.05,0.03,0.32,0.21
2781,2.44,4.6,0.4,3.02
2782,3.85,4.3,0.35,3.58
2783,4.8,0.7,0.0,0.0
2784,0.04,0.71,0.0,0.16
2785,4.52,4.31,0.0,3.98
2786,3.6,3.45,0.0,0.02
2787,4.4,4.61,0.0,3.05
2788,4.5,4.59,0.0,2.87
2789,1.0,0.33,0.0,2.61
2790,4.83,1.07,0.0,2.69
2791,3.99,4.24,0.0,1.81
2792,0.48,2.69,0.0,0.14
2793,0.36,1.48,0.0,0.39
2794,5.0,4.07,0.29,4.37
2795,3.57,0.77,0.0,1.41
2796,0.19,0.03,0.0,0.18
2797,1.07,0.0,0.16,0.0
2798,3.39,4.3,0.06,4.71
2799,2.32,1.71,0.55,3.48
2800,1.47,3.0,0.0,1.8
2801,4.85,1.97,0.0,2.01
2802,4.5,3.47,0.0,2.99
2803,4.66,5.0,0.0,4.96
2804,4.08,5.0,0.11,0.2
2805,0.79,2.88,0.0,0.12
2806,4.7,4.8,0.0,4.68
2807,4.83,4.35,0.13,0.6
2808,4.83,4.71,0.0,1.93
2809,4.45,4.02,0.0,0.23
2810,4.1,4.51,0.0,4.82
2811,0.0,0.0,0.13,0.15
2812,4.41,4.26,0.34,5.0
2813,0.01,0.1,0.0,0.49
2814,3.5,2.25,0.3,1.99
2815,4.6,5.0,0.0,4.2
2816,4.45,4.89,0.0,4.84
2817,5.0,4.38,0.0,0.38
2818,2.58,4.76,0.09,4.39
2819,4.86,4.9,0.0,4.64
2820,0.46,0.24,0.0,1.42
2821,4.57,4.28,0.0,0.42
2822,4.89,4.12,0.0,4.83
2823,4.11,3.94,0.26,2.92
2824,5.0,4.96,0.0,4.0
2825,4.83,4.39,0.0,4.5
2826,3.85,3.13,0.0,4.57
2827,4.56,3.81,0.38,4.61
2828,4.49,4.61,0.0,4.9
2829,2.77,2.03,0.0,5.0
2830,3.44,2.45,0.03,0.35
2831,5.0,4.68,0.56,4.73
2832,4.44,3.65,0.29,1.77
2833,4.79,3.85,0.0,5.0
2834,5.0,5.0,0.0,4.8
2835,5.0,5.0,0.59,5.0
2836,3.85,3.11,0.69,4.51
2837,3.53,2.83,0.07,0.79
2838,5.0,5.0,0.0,4.72
2839,3.41,1.71,0.0,5.0
2840,3.24,3.36,0.42,0.23
2841,5.0,4.4,0.0,5.0
2842,4.79,3.11,0.14,1.63
2843,4.87,3.99,0.0,4.25
2844,4.37,4.47,0.0,4.71
2845,4.55,4.72,0.23,5.0
2846,4.41,3.48,0.56,4.8
2847,3.36,3.04,0.0,1.14
2848,4.8,4.73,0.0,3.85
2849,5.0,4.61,0.59,4.67
2850,4.8,3.9,0.0,3.88
2851,4.18,4.67,0.1,4.96
2852,4.87,5.0,0.0,4.93
2853,5.0,4.5,0.69,2.83
2854,5.0,3.86,0.0,4.5
2855,4.86,4.4,0.18,5.0
2856,3.44,4.6,0.59,4.38
2857,4.46,4.34,0.0,3.92
2858,4.76,5.0,0.0,5.0
2859,4.87,5.0,0.05,4.91
2860,4.77,4.9,0.2,4.48
2861,4.72,5.0,4.79,5.0
2862,3.91,4.54,3.9,3.73
2863,5.0,4.6,5.0,5.0
2864,4.09,3.65,0.55,4.1
2865,4.35,4.95,0.0,2.55
2866,3.11,4.2,0.0,4.89
2867,5.0,3.37,0.5,4.91
2868,3.91,4.03,0.11,4.68
2869,0.63,1.73,2.21,0.49
2870,0.08,0.97,2.86,3.09
2871,0.54,0.35,0.0,0.12
2872,0.0,0.0,3.5,2.85
2873,5.0,4.88,4.91,5.0
2874,5.0,5.0,5.0,5.0
2875,1.67,0.98,1.1,0.9
2876,0.82,0.75,0.89,0.6
2877,4.62,4.97,5.0,4.65
2878,4.65,4.56,5.0,4.25
2879,1.12,3.5,4.24,3.75
2880,1.42,2.94,0.83,0.94
2881,0.57,0.23,1.0,1.79
2882,0.82,0.72,1.27,0.04
2883,4.69,4.84,5.0,5.0
2884,0.64,3.63,5.0,4.98
2885,5.0,4.44,5.0,4.49
2886,0.58,2.07,1.04,1.58
2887,0.88,4.36,0.75,0.63
2888,1.07,0.69,1.62,1.41
2889,2.89,5.0,0.99,2.85
2890,4.54,5.0,5.0,4.84
2891,4.79,4.95,4.54,5.0
2892,2.05,0.79,3.6,3.13
2893,4.68,4.97,5.0,5.0
2894,5.0,5.0,4.67,4.05
2895,1.98,4.13,0.81,3.39
2896,5.0,4.62,5.0,5.0
2897,1.58,1.98,2.19,3.52
2898,5.0,4.24,4.89,4.49
2899,4.66,5.0,4.38,5.0
2900,4.72,5.0,4.61,5.0
2901,1.01,0.27,1.23,1.14
2902,3.82,5.0,5.0,4.5
2903,5.0,3.75,5.0,4.66
2904,4.95,4.72,3.88,4.44
2905,4.56,4.93,5.0,4.21
2906,0.39,1.11,1.21,1.02
2907,5.0,4.63,4.52,4.87
2908,5.0,5.0,5.0,4.48
2909,0.9,0.66,0.94,0.51
2910,4.84,4.43,5.0,5.0
2911,1.69,2.66,0.78,1.29
2912,5.0,4.77,4.89,5.0
2913,1.89,3.97,3.83,1.23
2914,1.11,0.79,1.68,1.21
2915,0.93,1.0,0.67,2.79
2916,0.92,1.03,0.92,0.75
2917,0.32,4.85,5.0,1.0
2918,0.8,3.55,2.25,3.69
2919,4.5,5.0,4.73,5.0
2920,4.95,5.0,5.0,4.87
2921,4.33,4.91,4.82,4.78
2922,5.0,5.0,4.74,5.0
2923,4.37,4.84,5.0,5.0
2924,4.49,4.97,5.0,4.98
2925,1.42,1.3,1.05,0.27
2926,4.8,5.0,4.87,5.0
2927,4.86,4.32,5.0,4.85
2928,1.52,3.02,2.75,0.93
2929,1.57,2.19,0.7,2.58
2930,0.54,3.84,1.71,0.84
2931,4.77,5.0,5.0,4.75
2932,1.12,1.02,1.17,1.32
2933,4.67,4.87,4.86,5.0
2934,0.53,3.75,3.96,1.87
2935,4.82,4.95,5.0,5.0
2936,5.0,4.86,4.96,4.56
2937,5.0,5.0,5.0,5.0
2938,0.98,0.48,1.31,0.96
2939,0.77,1.43,0.62,1.35
2940,0.68,0.98,1.22,1.0
2941,4.86,4.99,5.0,4.97
2942,2.17,0.37,5.0,4.61
2943,4.84,4.85,4.32,3.41
2944,4.78,4.78,2.43,3.56
2945,1.1,0.39,0.29,1.31
2946,4.56,5.0,5.0,4.86
2947,4.69,5.0,4.65,5.0
2948,4.13,1.01,0.83,3.67
2949,0.97,2.64,0.88,3.06
2950,4.38,4.77,4.94,4.6
2951,4.78,4.83,4.58,4.93
2952,0.2,0.0,0.91,2.02
2953,1.03,2.91,1.07,2.89
2954,3.38,0.0,1.48,2.51
2955,1.09,1.14,0.32,0.87
2956,4.76,4.32,4.9,4.36
2957,0.81,2.8,2.14,3.95
2958,1.06,3.97,1.59,2.17
2959,5.0,4.86,5.0,4.93
2960,0.97,3.8,1.52,4.76
2961,2.49,2.87,3.4,3.59
2962,0.22,0.0,3.62,2.89
2963,5.0,5.0,4.89,4.99
2964,4.79,4.65,5.0,4.43
2965,5.0,5.0,5.0,5.0
2966,2.07,2.12,1.67,1.68
2967,5.0,5.0,5.0,5.0
2968,4.7,4.69,5.0,4.97
2969,5.0,5.0,5.0,4.56
2970,2.91,3.88,1.45,2.27
2971,4.48,4.63,5.0,4.37
2972,5.0,5.0,5.0,5.0
2973,1.7,1.29,1.13,1.24
2974,2.17,2.98,4.06,1.55
2975,4.54,4.87,4.86,4.79
2976,4.39,4.66,5.0,5.0
2977,5.0,4.89,5.0,4.68
2978,2.52,3.34,2.86,3.03
2979,0.14,1.06,2.08,0.72
2980,0.0,0.92,1.99,0.8
2981,5.0,4.69,5.0,5.0
2982,5.0,5.0,4.99,5.0
2983,5.0,5.0,4.71,4.82
2984,4.87,4.51,4.79,5.0
2985,5.0,5.0,5.0,4.86
2986,4.25,5.0,4.28,4.61
2987,5.0,0.0,5.0,4.79
2988,1.09,3.18,2.55,2.8
2989,4.99,4.96,5.0,5.0
2990,0.77,0.94,0.88,0.86
2991,5.0,4.54,5.0,4.73
2992,4.63,5.0,5.0,5.0
2993,5.0,5.0,4.68,5.0
2994,2.8,3.86,1.53,2.62
2995,4.9,5.0,5.0,5.0
2996,0.0,0.0,2.28,2.97
2997,4.85,4.56,5.0,5.0
2998,5.0,5.0,5.0,5.0
2999,0.0,0.25,0.0,0.0
3000,5.0,5.0,5.0,5.0
3001,4.86,5.0,4.6,4.91
3002,5.0,5.0,4.7,5.0
3003,5.0,4.74,5.0,5.0
3004,0.03,0.36,3.83,0.0
3005,5.0,4.41,4.95,4.03
3006,5.0,5.0,5.0,5.0
3007,5.0,5.0,5.0,4.86
3008,4.85,4.02,5.0,5.0
3009,5.0,5.0,5.0,4.46
3010,4.86,3.55,4.64,5.0
3011,5.0,5.0,5.0,5.0
3012,4.86,3.89,4.37,3.72
3013,0.0,0.1,1.52,1.15
3014,0.25,0.24,0.74,2.59
3015,5.0,4.89,5.0,5.0
3016,2.36,2.08,0.84,3.31
3017,0.0,0.19,1.09,0.47
3018,5.0,5.0,4.87,5.0
3019,5.0,4.88,4.89,5.0
3020,5.0,4.88,4.79,4.63
3021,0.81,0.59,0.4,0.0
3022,1.57,2.52,0.77,0.5
3023,4.65,5.0,5.0,4.83
3024,5.0,4.87,5.0,5.0
3025,1.68,0.79,1.25,0.58
3026,5.0,5.0,4.85,5.0
3027,4.86,4.34,4.75,5.0
3028,5.0,5.0,5.0,5.0
3029,1.93,3.21,3.03,0.75
3030,5.0,5.0,5.0,4.05
3031,2.32,1.0,0.91,1.12
3032,5.0,5.0,4.56,5.0
3033,0.34,0.0,0.81,0.15
3034,0.82,1.11,0.91,0.46
3035,4.42,5.0,4.59,5.0
3036,2.47,3.31,1.49,3.02
3037,5.0,5.0,4.93,5.0
3038,0.23,5.0,4.16,5.0
3039,3.96,4.39,5.0,4.9
3040,5.0,5.0,4.72,5.0
3041,4.71,5.0,5.0,4.82
3042,4.38,5.0,4.92,4.29
3043,3.97,4.48,5.0,4.83
3044,5.0,5.0,5.0,5.0
3045,5.0,5.0,5.0,5.0
3046,0.21,0.06,4.92,0.29
3047,5.0,5.0,4.36,4.97
3048,4.87,4.65,4.78,5.0
3049,5.0,5.0,4.96,5.0
3050,3.9,5.0,5.0,4.54
3051,4.68,5.0,4.95,4.83
3052,0.61,4.28,0.48,4.03
3053,4.57,5.0,3.35,4.73
3054,4.95,4.85,0.54,5.0
3055,5.0,5.0,0.0,4.63
3056,4.81,5.0,0.0,4.63
3057,4.83,4.67,0.0,5.0
3058,4.95,5.0,0.0,4.27
3059,5.0,4.95,0.0,4.62
3060,4.48,4.9,0.0,4.79
3061,4.86,4.93,0.66,4.57
3062,4.85,4.92,0.0,5.0
3063,4.74,4.9,0.27,5.0
3064,4.78,4.8,0.03,5.0
3065,5.0,5.0,0.0,4.77
3066,5.0,5.0,0.15,4.69
3067,5.0,5.0,0.0,4.84
3068,4.84,4.8,0.38,4.94
3069,5.0,4.53,0.0,5.0
3070,4.74,4.31,0.27,4.86
3071,5.0,4.87,0.04,5.0
3072,5.0,5.0,0.0,4.89
3073,5.0,4.42,0.6,4.8
3074,5.0,4.9,0.65,5.0
3075,5.0,4.49,0.28,5.0
3076,4.38,4.68,0.0,4.46
3077,4.9,4.56,0.0,4.76
3078,4.73,4.8,0.12,5.0
3079,4.87,4.62,0.0,4.64
3080,4.91,4.54,0.0,4.06
3081,4.9,4.9,0.0,4.89
3082,4.74,5.0,0.39,4.8
3083,4.8,4.89,0.0,5.0
3084,4.34,4.8,0.0,4.83
3085,5.0,4.86,0.24,5.0
3086,4.28,4.56,0.53,4.8
3087,4.8,4.82,0.0,5.0
3088,4.75,5.0,0.05,5.0
3089,4.72,4.8,0.02,4.92
3090,5.0,5.0,0.07,4.8
3091,4.83,4.44,0.44,5.0
3092,5.0,4.9,0.0,4.9
3093,5.0,5.0,0.0,4.9
3094,5.0,4.85,0.0,4.57
3095,5.0,4.97,0.3,4.86
3096,5.0,4.74,0.47,4.55
3097,4.91,4.8,0.0,5.0
3098,4.67,4.18,0.6,2.84
3099,3.74,4.9,0.47,4.95
3100,4.65,3.99,0.0,3.71
3101,4.4,4.8,0.07,4.01
3102,5.0,5.0,0.0,4.04
3103,5.0,5.0,0.1,5.0
3104,4.77,4.8,0.36,2.07
3105,4.88,4.38,0.0,5.0
3106,4.2,3.98,0.0,2.76
3107,0.46,0.0,0.08,0.0
3108,4.64,4.56,0.07,3.97
3109,4.7,5.0,0.24,4.47
3110,4.83,5.0,0.41,4.78
3111,5.0,4.88,0.0,5.0
3112,5.0,5.0,0.0,4.8
3113,4.68,4.73,0.02,4.87
3114,5.0,4.89,0.0,4.95
3115,4.5,4.51,0.0,4.55
3116,4.87,4.88,0.0,4.72
3117,4.82,5.0,0.3,4.54
3118,4.82,4.8,0.0,4.54
3119,5.0,5.0,0.09,5.0
3120,5.0,4.86,0.38,5.0
3121,4.85,5.0,0.0,4.98
3122,4.85,4.73,0.0,4.89
3123,4.81,4.89,0.52,4.7
3124,4.42,4.57,0.21,5.0
3125,4.78,5.0,0.38,4.75
3126,5.0,4.54,0.0,4.79
3127,4.99,4.25,0.43,4.88
3128,4.24,5.0,0.06,3.97
3129,5.0,5.0,0.12,5.0
3130,4.88,5.0,0.0,5.0
3131,5.0,5.0,0.36,5.0
3132,5.0,4.44,0.08,4.69
3133,5.0,4.43,0.0,4.76
3134,5.0,4.75,0.0,5.0
3135,4.7,5.0,0.0,4.79
3136,5.0,4.9,0.39,4.79
3137,4.88,3.96,0.2,5.0
3138,4.64,4.69,0.0,4.97
3139,5.0,5.0,0.0,5.0
3140,4.74,5.0,0.0,5.0
3141,5.0,5.0,0.0,4.91
3142,5.0,4.87,0.0,5.0
3143,5.0,5.0,0.0,5.0
3144,5.0,5.0,0.0,4.04
3145,4.9,4.36,0.0,5.0
3146,5.0,4.35,0.19,5.0
3147,5.0,3.71,0.0,4.94
3148,5.0,5.0,0.0,4.78
3149,5.0,4.69,1.03,5.0
3150,4.82,5.0,0.0,5.0
3151,4.93,4.86,0.0,4.86
3152,5.0,4.72,0.0,4.18
3153,5.0,5.0,0.0,3.97
3154,4.74,5.0,0.0,5.0
3155,5.0,4.49,0.24,5.0
3156,4.54,3.57,0.0,1.27
3157,4.6,4.71,0.0,3.91
3158,5.0,5.0,0.0,4.84
3159,4.98,5.0,0.0,5.0
3160,4.9,5.0,0.51,5.0
3161,5.0,4.72,0.0,5.0
3162,5.0,5.0,0.0,4.41
3163,5.0,5.0,0.01,5.0
3164,5.0,5.0,0.02,5.0
3165,4.69,4.87,0.0,5.0
3166,4.5,4.86,0.0,4.82
3167,4.81,5.0,0.29,5.0
3168,5.0,4.98,0.86,5.0
3169,4.82,4.74,0.0,5.0
3170,4.93,4.8,0.83,5.0
3171,4.56,5.0,0.02,4.04
3172,5.0,4.81,0.0,5.0
3173,5.0,5.0,0.0,4.41
3174,5.0,4.98,0.0,4.62
3175,4.28,4.24,0.0,4.15
3176,5.0,4.76,0.0,4.55
3177,5.0,4.44,0.05,4.59
3178,5.0,4.89,0.26,4.28
3179,5.0,5.0,0.0,4.81
3180,4.75,5.0,0.01,4.76
3181,4.51,4.93,0.0,5.0
3182,5.0,4.91,0.0,4.7
3183,4.98,4.52,0.06,4.37
3184,4.64,4.81,0.35,5.0
3185,4.97,4.11,0.0,4.8
3186,5.0,5.0,0.74,5.0
3187,3.94,2.94,3.81,3.94
3188,5.0,5.0,5.0,4.7
3189,5.0,5.0,5.0,4.87
3190,0.03,0.87,0.0,0.0
3191,1.53,1.54,0.83,0.43
3192,0.0,0.23,0.33,0.0
3193,5.0,4.3,5.0,4.55
3194,4.55,4.01,4.58,5.0
3195,4.92,4.92,5.0,5.0
3196,1.06,1.08,1.3,0.76
3197,1.89,1.99,2.1,1.53
3198,5.0,5.0,4.36,2.32
3199,4.82,3.58,4.73,4.75
3200,5.0,4.67,3.63,4.43
3201,3.56,2.21,1.32,0.86
3202,3.09,3.42,3.1,1.23
3203,3.34,3.95,3.54,5.0
3204,5.0,4.94,5.0,5.0
3205,1.28,1.06,1.83,1.01
3206,2.94,4.5,5.0,5.0
3207,1.28,3.86,3.14,3.16
3208,5.0,4.67,4.64,2.04
3209,3.77,2.96,1.35,0.81
3210,0.65,4.48,3.35,0.63
3211,4.13,3.98,4.69,5.0
3212,4.31,3.65,0.0,1.04
3213,4.1,3.77,0.88,5.0
3214,4.7,5.0,4.77,4.31
3215,4.57,5.0,4.6,5.0
3216,0.64,3.51,0.34,0.96
3217,4.77,5.0,3.01,0.55
3218,0.52,0.61,1.21,0.69
3219,3.61,4.26,4.0,1.02
3220,1.29,1.52,2.43,0.88
3221,1.13,0.98,0.93,0.58
3222,1.68,3.93,4.27,1.94
3223,1.21,3.49,4.03,1.4
3224,1.29,1.45,0.98,0.39
3225,5.0,5.0,5.0,4.95
3226,3.09,4.27,4.3,3.98
3227,4.5,3.76,5.0,4.93
3228,0.5,0.87,0.2,0.79
3229,1.54,2.92,2.01,1.09
3230,1.01,3.99,3.05,0.62
3231,4.51,3.38,4.49,5.0
3232,1.54,1.37,0.22,2.64
3233,0.89,3.06,3.1,2.62
3234,5.0,5.0,4.58,4.99
3235,0.88,1.72,0.37,0.92
3236,2.74,4.94,5.0,2.46
3237,5.0,2.73,1.38,0.0
3238,0.94,2.86,0.62,0.67
3239,4.9,3.14,4.26,4.96
3240,5.0,3.8,4.67,5.0
3241,1.7,5.0,0.01,2.61
3242,4.66,5.0,5.0,5.0
3243,4.7,4.1,1.91,3.53
3244,3.19,4.0,4.17,3.06
3245,0.31,5.0,0.94,0.34
3246,4.88,5.0,4.75,4.52
3247,2.45,2.7,3.86,3.76
3248,1.17,3.05,3.44,4.85
3249,2.84,4.26,5.0,1.92
3250,4.59,3.77,4.77,5.0
3251,4.2,4.35,5.0,4.52
3252,2.11,2.45,1.95,1.83
3253,4.75,4.15,3.28,4.96
3254,4.92,4.88,4.89,4.77
3255,0.85,1.19,0.0,0.8
3256,2.75,4.84,0.0,3.08
3257,4.74,4.88,0.62,5.0
3258,0.8,1.33,0.0,1.58
3259,5.0,4.04,0.1,0.89
3260,1.28,1.24,0.0,0.68
3261,0.76,3.06,0.66,0.95
3262,2.41,4.04,0.56,0.68
3263,1.93,1.38,0.04,0.76
3264,1.51,1.34,0.0,1.41
3265,0.85,0.96,0.18,1.14
3266,1.16,1.63,0.0,1.55
3267,0.93,0.92,0.0,0.82
3268,0.61,0.38,0.0,0.64
3269,1.57,0.86,0.4,1.18
3270,1.27,1.0,0.48,0.82
3271,1.32,3.81,0.0,1.25
3272,4.53,5.0,0.0,3.96
3273,1.14,0.95,0.0,0.91
3274,0.88,0.87,0.0,0.7
3275,1.33,1.12,0.0,0.98
3276,0.85,0.53,0.03,0.8
3277,0.89,1.13,0.58,1.07
3278,0.87,1.75,0.08,0.76
3279,0.83,1.0,0.48,0.74
3280,0.82,5.0,0.0,1.09
3281,0.52,1.92,0.0,0.71
3282,1.61,1.11,0.0,0.89
3283,1.21,4.99,0.0,0.72
3284,0.86,5.0,0.23,0.99
3285,0.68,0.43,0.0,1.41
3286,5.0,5.0,0.0,5.0
3287,1.39,0.98,0.0,1.29
3288,1.17,1.3,0.17,1.02
3289,1.49,2.48,0.2,1.01
3290,0.86,1.16,0.13,0.26
3291,4.83,5.0,0.08,3.93
3292,5.0,4.84,0.0,5.0
3293,1.18,0.6,0.0,1.39
3294,5.0,4.58,0.53,5.0
3295,4.48,5.0,0.21,5.0
3296,1.17,1.22,0.0,0.9
3297,4.89,5.0,0.0,4.65
3298,5.0,5.0,0.01,3.07
3299,1.6,5.0,0.25,0.55
3300,0.56,0.72,0.0,0.84
3301,0.89,3.81,0.0,0.59
3302,0.67,4.31,0.0,0.76
3303,0.8,1.21,0.0,1.37
3304,4.95,5.0,0.0,5.0
3305,5.0,5.0,0.0,4.78
3306,1.45,0.89,0.0,0.72
3307,2.4,1.08,0.0,1.17
3308,1.71,4.77,0.0,0.94
3309,2.38,4.98,0.0,0.8
3310,4.59,5.0,0.61,4.18
3311,0.52,1.18,0.0,0.98
3312,3.09,4.81,0.44,1.13
3313,1.24,4.85,0.0,0.64
3314,0.05,2.61,0.5,0.61
3315,1.65,5.0,0.0,0.76
3316,4.5,5.0,0.0,3.17
3317,4.88,5.0,0.0,1.26
3318,4.04,5.0,0.0,2.15
3319,1.18,3.56,0.02,1.11
3320,4.59,4.62,0.0,4.58
3321,5.0,4.96,0.0,5.0
3322,5.0,4.67,0.0,4.47
3323,2.62,4.04,0.0,0.89
3324,0.88,2.55,0.0,0.67
3325,0.94,5.0,0.0,1.21
3326,5.0,4.64,0.0,3.89
3327,0.38,3.41,0.36,0.82
3328,3.14,4.99,0.59,1.11
3329,1.2,4.59,0.42,0.78
3330,3.48,5.0,0.0,0.75
3331,5.0,4.97,0.49,4.03
3332,1.37,3.34,0.0,1.62
3333,3.23,4.35,0.06,1.07
3334,3.05,5.0,0.2,1.1
3335,4.1,5.0,0.04,3.09
3336,2.01,1.96,0.33,1.05
3337,4.93,5.0,0.0,4.32
3338,1.06,2.06,0.0,0.98
3339,4.94,5.0,0.0,5.0
3340,5.0,5.0,0.53,5.0
3341,4.54,4.93,0.54,4.12
3342,1.17,2.43,0.0,0.51
3343,3.46,3.88,0.1,0.74
3344,5.0,3.97,0.0,3.79
3345,5.0,5.0,0.3,3.85
3346,3.87,4.86,0.05,0.82
3347,1.32,2.7,0.0,0.62
3348,2.89,4.67,0.0,0.66
3349,4.31,5.0,0.08,3.81
3350,1.33,3.0,0.0,0.95
3351,3.86,4.67,0.06,3.59
3352,4.62,4.79,0.77,4.81
3353,3.82,4.8,0.0,1.52
3354,0.81,3.78,0.0,0.97
3355,4.3,5.0,0.0,3.55
3356,1.03,3.14,0.19,1.15
3357,1.66,4.64,0.39,0.89
3358,5.0,5.0,0.0,5.0
3359,3.17,3.89,0.27,0.93
3360,4.95,4.83,0.65,4.17
3361,2.78,4.28,0.0,0.63
3362,5.0,3.94,0.0,3.52
3363,0.96,5.0,0.57,0.7
3364,2.81,4.19,0.0,0.66
3365,5.0,4.47,0.11,5.0
3366,5.0,5.0,0.37,5.0
3367,1.01,0.79,0.97,0.95
3368,3.4,4.32,3.28,0.86
3369,2.82,3.75,1.02,1.14
3370,1.35,0.0,1.29,1.46
3371,0.61,1.85,1.13,1.27
3372,1.04,4.44,3.11,0.88
3373,3.08,1.53,2.49,0.68
3374,3.89,3.32,4.77,0.82
3375,1.02,0.24,0.85,1.38
3376,1.21,2.42,1.47,0.62
3377,5.0,5.0,2.39,1.06
3378,0.96,0.75,1.19,0.81
3379,0.94,0.56,2.89,2.87
3380,1.64,2.53,1.77,1.87
3381,1.46,2.99,1.62,1.38
3382,1.21,1.61,0.93,0.58
3383,3.3,1.43,0.72,2.42
3384,1.03,2.66,1.8,2.28
3385,0.63,3.27,0.36,0.56
3386,5.0,5.0,4.91,5.0
3387,1.09,4.65,3.37,3.77
3388,4.29,4.63,5.0,5.0
3389,0.59,5.0,3.11,0.0
3390,5.0,4.07,4.38,3.93
3391,0.7,3.37,2.02,0.59
3392,5.0,5.0,4.87,5.0
3393,0.93,2.84,2.72,0.58
3394,1.29,4.59,2.8,1.83
3395,0.0,0.07,0.42,0.57
3396,4.97,2.75,1.06,2.72
3397,4.84,3.57,5.0,5.0
3398,0.9,0.46,0.65,0.78
3399,5.0,5.0,5.0,0.0
3400,4.17,4.78,0.82,0.99
3401,2.32,4.17,0.87,2.01
3402,0.42,2.75,2.82,0.83
3403,5.0,5.0,5.0,5.0
3404,0.62,2.89,1.18,2.78
3405,2.89,3.64,4.23,1.69
3406,5.0,3.74,4.88,4.42
3407,1.21,0.0,0.0,1.47
3408,0.59,5.0,5.0,0.36
3409,1.29,3.84,1.02,0.69
3410,1.45,3.3,0.92,0.63
3411,1.13,5.0,1.27,0.75
3412,0.27,0.0,0.0,0.0
3413,2.82,3.86,0.96,2.13
3414,1.1,2.8,1.96,2.26
3415,2.87,5.0,3.87,3.66
3416,2.32,3.4,1.01,1.96
3417,0.38,0.51,0.11,0.02
3418,0.35,1.58,2.06,0.51
3419,4.01,4.77,3.26,1.38
3420,2.34,5.0,4.93,4.14
3421,0.93,1.24,1.23,1.19
3422,1.32,4.46,4.22,3.87
3423,2.78,5.0,3.44,2.9
3424,4.86,4.39,4.74,4.73
3425,1.15,0.81,1.72,1.02
3426,1.19,4.07,3.43,3.28
3427,4.97,4.35,4.65,4.57
3428,1.09,0.0,4.1,5.0
3429,1.69,5.0,0.97,1.6
3430,0.0,0.46,0.06,0.37
3431,4.89,5.0,5.0,5.0
3432,4.92,4.11,5.0,4.66
3433,1.75,1.98,1.93,0.88
3434,1.66,2.13,1.93,1.97
3435,4.82,5.0,4.43,4.43
3436,4.81,1.1,1.61,0.39
3437,2.26,4.08,3.67,0.89
3438,4.6,5.0,4.72,5.0
3439,0.92,3.88,2.09,2.8
3440,0.5,4.77,0.05,1.29
3441,2.91,5.0,4.17,3.75
3442,1.14,3.35,1.14,0.87
3443,1.19,3.84,0.94,4.32
3444,2.33,3.57,3.07,3.74
3445,4.97,4.38,5.0,4.13
3446,2.02,3.56,4.28,4.26
3447,5.0,2.38,3.26,1.06
3448,4.71,4.86,5.0,5.0
3449,5.0,4.98,5.0,5.0
3450,0.23,4.24,2.62,1.75
3451,0.0,0.0,0.17,0.5
